example_id,final_gpt41mini_label,tiebreak_gpt41mini_label,decision
sm_topup_17aaa8b475dbb803,yes,,retain_final_yes_partial
sm_topup_19037df07b4238be,yes,,retain_final_yes_partial
sm_topup_1dd1a863e4329cc0,yes,,retain_final_yes_partial
sm_topup_20e6fbbaf7e63a2b,yes,,retain_final_yes_partial
sm_topup_25bc90bee6400219,yes,,retain_final_yes_partial
sm_topup_2ca01683fa92676a,partial,,retain_final_yes_partial
sm_topup_2df0d57c04438ccb,partial,,retain_final_yes_partial
sm_topup_30c4b01cc393b301,yes,,retain_final_yes_partial
sm_topup_32b8dc1c73c639e3,partial,,retain_final_yes_partial
sm_topup_32f4857b631e52ee,yes,,retain_final_yes_partial
sm_topup_330a66fcc1108156,partial,,retain_final_yes_partial
sm_topup_36ce71d91320db94,yes,,retain_final_yes_partial
sm_topup_39c0a2453cc53f4d,partial,,retain_final_yes_partial
sm_topup_3c83407a8687493b,yes,,retain_final_yes_partial
sm_topup_3df6a7071a47dc75,yes,,retain_final_yes_partial
sm_topup_3ecc72c5e8bb8ef5,partial,,retain_final_yes_partial
sm_topup_4111d8822a10c01d,yes,,retain_final_yes_partial
sm_topup_447a8d48f0c02cc3,partial,,retain_final_yes_partial
sm_topup_45e295cb9704ef63,partial,,retain_final_yes_partial
sm_topup_488e33d0c1405903,yes,,retain_final_yes_partial
sm_topup_4903acb97668eb76,partial,,retain_final_yes_partial
sm_topup_4ccd5f81698305dd,yes,,retain_final_yes_partial
sm_topup_4def90871b6beed5,yes,,retain_final_yes_partial
sm_topup_52cee9ef6971242d,partial,,retain_final_yes_partial
sm_topup_586db630e7eb55af,partial,,retain_final_yes_partial
sm_topup_58bb24cd49bb4745,partial,,retain_final_yes_partial
sm_topup_5b0f42aea7481918,partial,,retain_final_yes_partial
sm_topup_5da5ad866634dad8,partial,,retain_final_yes_partial
sm_topup_5e9d7451cc16ecc3,partial,,retain_final_yes_partial
sm_topup_6b254d3e6934bb33,partial,,retain_final_yes_partial
sm_topup_6dfcb8c0a851070f,partial,,retain_final_yes_partial
sm_topup_6eec012006be31db,yes,,retain_final_yes_partial
sm_topup_71fb91e2584f52a6,partial,,retain_final_yes_partial
sm_topup_72502c4c4489a21a,yes,,retain_final_yes_partial
sm_topup_743c0a8f661f287e,yes,,retain_final_yes_partial
sm_topup_76709a14e4db74f4,partial,,retain_final_yes_partial
sm_topup_771b882fa3e34de7,yes,,retain_final_yes_partial
sm_topup_777c38162e67d8de,yes,,retain_final_yes_partial
sm_topup_78068875df931b67,partial,,retain_final_yes_partial
sm_topup_78a27c94ed87d801,partial,,retain_final_yes_partial
sm_topup_7a0e37ffe899f02c,partial,,retain_final_yes_partial
sm_topup_7b9a10534fb33be2,yes,,retain_final_yes_partial
sm_topup_81a707e1163b4a87,partial,,retain_final_yes_partial
sm_topup_8247b8196d8240fb,yes,,retain_final_yes_partial
sm_topup_82c19533a227c71d,yes,,retain_final_yes_partial
sm_topup_8a62da3ab0df9e13,partial,,retain_final_yes_partial
sm_topup_8cae31a8b69f4e27,yes,,retain_final_yes_partial
sm_topup_8eb4ac72d25827fe,yes,,retain_final_yes_partial
sm_topup_968a338c68ad1641,yes,,retain_final_yes_partial
sm_topup_996276fc38f425fa,partial,,retain_final_yes_partial
sm_topup_99e7aeab887aadd6,partial,,retain_final_yes_partial
sm_topup_9b3f862917c5b7be,yes,,retain_final_yes_partial
sm_topup_9c8e3644714a9948,yes,,retain_final_yes_partial
sm_topup_9dd2bb5c5d657574,partial,,retain_final_yes_partial
sm_topup_a0deaea659274f1a,partial,,retain_final_yes_partial
sm_topup_a19ebff1d4ed719b,yes,,retain_final_yes_partial
sm_topup_a5d84e9067308a7e,yes,,retain_final_yes_partial
sm_topup_a61c505d5bf7f1f4,partial,,retain_final_yes_partial
sm_topup_a639dba6532596a0,yes,,retain_final_yes_partial
sm_topup_a76664f5a989af4e,partial,,retain_final_yes_partial
sm_topup_a816f12b28ea7883,yes,,retain_final_yes_partial
sm_topup_a88e761ae61ea087,yes,,retain_final_yes_partial
sm_topup_ab562ea0bf8bfd4a,partial,,retain_final_yes_partial
sm_topup_ac004806132f1875,yes,,retain_final_yes_partial
sm_topup_ad3dad7b13ee68a5,yes,,retain_final_yes_partial
sm_topup_af839e320dbc9cb2,partial,,retain_final_yes_partial
sm_topup_af9a637cbb304254,partial,,retain_final_yes_partial
sm_topup_b24672f369294bd6,yes,,retain_final_yes_partial
sm_topup_b4cd7ceb807622e7,partial,,retain_final_yes_partial
sm_topup_b59bc0a835082a16,yes,,retain_final_yes_partial
sm_topup_b6ba0adc7e70a242,partial,,retain_final_yes_partial
sm_topup_b7dfd5e7fb44bb64,yes,,retain_final_yes_partial
sm_topup_b7f3af61ad52db2c,partial,,retain_final_yes_partial
sm_topup_b8e16540436c2afb,partial,,retain_final_yes_partial
sm_topup_baccf2aa76386114,yes,,retain_final_yes_partial
sm_topup_c0aa34636811ef58,partial,,retain_final_yes_partial
sm_topup_c154440497b7cd29,partial,,retain_final_yes_partial
sm_topup_c2ca8b19fcc5c8a6,yes,,retain_final_yes_partial
sm_topup_c715bbac2b20f6e1,partial,,retain_final_yes_partial
sm_topup_c93f2a9d0c6edc4d,yes,,retain_final_yes_partial
sm_topup_c93f6219ce23e9d9,partial,,retain_final_yes_partial
sm_topup_cacd2e2ac206b9c9,partial,,retain_final_yes_partial
sm_topup_cc7846f327180a55,partial,,retain_final_yes_partial
sm_topup_ce525deae8a134db,yes,,retain_final_yes_partial
sm_topup_cf643e15f92d275b,partial,,retain_final_yes_partial
sm_topup_d0f8e4bac5dbbe6a,yes,,retain_final_yes_partial
sm_topup_d0f9d9679aedd333,partial,,retain_final_yes_partial
sm_topup_d1923e09627cb713,partial,,retain_final_yes_partial
sm_topup_d46316b5e51deba8,partial,,retain_final_yes_partial
sm_topup_db1b1aace3c0429c,partial,,retain_final_yes_partial
sm_topup_dcd2a0ab084870c8,partial,,retain_final_yes_partial
sm_topup_dfdfe92402bef922,yes,,retain_final_yes_partial
sm_topup_e458ab266c3e4a7f,partial,,retain_final_yes_partial
sm_topup_e5593ecf63dc7e6d,yes,,retain_final_yes_partial
sm_topup_e7a40d60fe16ac8a,partial,,retain_final_yes_partial
sm_topup_ea0586c007b7638f,partial,,retain_final_yes_partial
sm_topup_eafe32c2feab99c5,yes,,retain_final_yes_partial
sm_topup_efa035988071e684,partial,,retain_final_yes_partial
sm_topup_efc6d123e14014dd,yes,,retain_final_yes_partial
sm_topup_f00bfb04278743bb,yes,,retain_final_yes_partial
sm_topup_f4a94d8fb4e4d5b1,partial,,retain_final_yes_partial
sm_topup_f7ac2f6d81589cac,yes,,retain_final_yes_partial
sm_topup_f9bbd6cc57fdc341,yes,,retain_final_yes_partial
sm_topup_fccc3832934188f2,partial,,retain_final_yes_partial
sm_topup_fd2b6d0defe578c3,yes,,retain_final_yes_partial
